frame,t,x,y,v,a,jerk,jounce
275,9.166666666666666,324.0,1017.0,1406.3304396122448,36559.25338089421,776727.8198880166,7774460.869318226
276,9.2,319.0,1018.0,2495.3181479054783,71011.9698685685,1035282.9291818651,129631.98510333835
277,9.233333333333333,310.0,1017.0,3589.4470414290518,105578.11532635188,785369.952228239,-11429506.323853355
278,9.266666666666666,501.0,1349.0,4685.468445342524,123369.96668378443,273315.8409249748,-15584036.886139948
279,9.3,501.0,1349.0,4730.468445342524,123799.17138801687,-253565.84018109072,-15803258.927940708
280,9.333333333333334,282.0,1017.0,3657.3333562126,106465.57733837838,-780234.7542710726,-11767476.650066579
281,9.366666666666667,296.0,1018.0,2580.2706947358633,71783.5211032787,-1038064.2835188627,-158538.10434495952
282,9.4,311.0,1017.0,1459.096357096975,37261.29177045421,-790803.9612274031,7632118.836063823
283,9.433333333333334,316.0,1017.0,348.1538459548237,19063.257021451842,-529256.3611146079,8223491.345466199
284,9.466666666666667,335.0,1017.0,339.1538459548237,1977.5343628136911,-242571.20486298986,8210448.723862414
285,9.5,340.0,1017.0,339.45272816381566,2891.8433639191853,18106.887142886386,3756079.427414534
286,9.533333333333333,354.0,1018.0,309.55973470667027,3184.66017233945,7834.090297979099,-198049.7933296299
287,9.566666666666666,364.0,1027.0,312.61971072585106,3414.1160504511254,4903.567587577727,2675608.0116553935
288,9.6,363.0,1036.0,327.6032908513156,3511.564678177965,186207.957741672,5444258.414754899
289,9.633333333333333,363.0,1041.0,288.7185052825315,15827.979899895925,367854.1285712376,5801787.743811875
290,9.666666666666666,364.0,1061.0,1174.296571415691,28035.1732495938,572993.8073291302,6013780.83243532
291,9.7,364.0,1065.0,2055.239401013876,54027.567055171276,768772.8507335923,2501291.1220974308
292,9.733333333333333,363.0,1074.0,2800.3379462575053,79286.6966318333,739746.5488022923,-6261358.4605067605
293,9.766666666666666,501.0,1349.0,3521.121612280497,103344.00364199076,351348.9533664749,-9017693.870824033
294,9.8,501.0,1349.0,4302.164919112092,102709.96018959829,138566.95741402346,-8909469.936145259
295,9.833333333333334,363.0,1113.0,3406.142968517718,112581.80080292567,-242615.70904320906,-8808006.203117223
296,9.866666666666667,364.0,1123.0,3211.605314841735,86535.57958671768,-448633.4561271247,-2664181.46047206
297,9.9,501.0,1349.0,2448.5256863502464,82672.90372778401,-420227.80640801304,3210927.3513682643
298,9.933333333333334,378.0,1132.0,2384.191729895525,58520.39249285014,-234571.63270257376,5231074.308323091
299,9.966666666666667,392.0,1132.0,1651.0332086327144,67034.79488094576,-71489.51918647366,2824150.315722555
300,10.0,397.0,1133.0,2282.2816484332607,53754.424547085226,-46294.94498773677,2967154.2270984994
301,10.033333333333333,501.0,1349.0,2239.720630410688,63948.46521509664,126320.762620093,289340.53211310174
302,10.066666666666666,426.0,1133.0,2257.6417376393665,62175.8087217581,-27005.57618019665,-4217972.69263914
303,10.1,431.0,1133.0,2186.567765198644,62148.09346975021,-154877.41688918305,-3959549.6339617195
304,10.133333333333333,501.0,1349.0,2152.7279006386516,51850.64759581255,-290975.55177764466,1558538.751453464
305,10.166666666666666,456.0,1133.0,1541.841756989986,42749.72335124056,-50974.833458952126,1264950.3388042406
306,10.2,464.0,1133.0,918.532431600965,48452.32536521575,-206645.52919069523,3332782.228509265
307,10.233333333333333,473.0,1138.0,1882.7845665518635,28973.35473852754,171210.64844166557,7896940.977107905
308,10.266666666666666,479.0,1151.0,1321.3463565275295,59866.36859466012,319817.20261649846,-1391018.0566190942
309,10.3,479.0,1158.0,2320.1771906305116,50294.50157962744,78476.11133372589,-4946334.953268295
310,10.333333333333334,133.0,1134.0,2264.8849435473517,65098.10935024185,-9938.460934721234,-3657064.8653952656
311,10.366666666666667,479.0,1190.0,2274.2431044938885,49631.93751731269,-165328.21302595857,-5599447.531417768
312,10.4,479.0,1191.0,1306.9909695429901,54076.228481844606,-383234.9630292392,-2148240.96039524
313,10.433333333333334,479.0,1195.0,1618.372854265421,24082.939982030075,-308544.27705230797,5164749.34474057
314,10.466666666666667,479.0,1215.0,689.4184646488902,33506.61001169074,-38918.34004653455,2802499.797055454
315,10.5,479.0,1219.0,981.358198147178,21488.383978927774,-121710.95724861106,2438335.3548774
316,10.533333333333333,501.0,1349.0,1213.085049116927,25392.54619511667,123637.3502786255,3751467.515993111
317,10.566666666666666,508.0,1248.0,1237.1319126784197,29730.873997502804,128386.87715092972,-2279974.4028756875
318,10.6,509.0,1247.0,1161.4637599599562,33951.67133851198,-28360.94324642031,-3016040.3576492686
319,10.633333333333333,501.0,1349.0,1364.3244030962287,27840.144447741455,-72682.48002568817,-154030.7096076426
320,10.666666666666666,541.0,1248.0,1159.4287777081106,29106.17267013277,-38629.65722026314,-267608.8365071225
321,10.7,546.0,1248.0,855.7019267383617,25264.833966390575,-90523.069126163,-961271.8636408165
322,10.733333333333333,501.0,1349.0,804.2532694188246,23071.301395055238,-102714.4481296509,5750039.263179578
323,10.766666666666666,580.0,1247.0,952.0611740487008,18417.204091080515,292812.8817524755,6062428.713789488
324,10.8,501.0,1349.0,683.1639509859689,42592.160178553604,301447.4661229816,6122043.485238006
325,10.833333333333334,594.0,1242.0,2323.128166621699,38513.70183261263,700949.1141016759,5605667.323877912
326,10.866666666666667,594.0,1219.0,2434.128166621699,89322.10111866533,675158.6210481757,-6160134.243169859
327,10.9,594.0,1223.0,4097.18624898117,83524.27656915768,290273.4978903519,-10653363.649659859
328,10.933333333333334,55.0,1003.0,3635.664612347327,108673.66764468879,-35065.6222624815,-10656913.671668593
329,10.966666666666667,594.0,1186.0,3653.7245883665078,81186.56841832558,-420187.41355422104,-8671707.432934126
330,11.0,594.0,1186.0,2010.7162646206077,80661.17340774073,-613179.4511247566,-612252.7351055624
331,11.033333333333333,594.0,1180.0,1956.795157391929,40307.938343341804,-461004.26256125857,10239363.99783039
332,11.066666666666666,593.0,1161.0,916.2797834404734,49927.55590365683,69444.81539726937,10327895.88362101
333,11.1,594.0,1147.0,1579.0749068072612,44937.59270315977,227522.12968014198,5866016.900308134
334,11.133333333333333,594.0,1142.0,2240.971510241714,65095.697882332955,460512.60875114484,-1172340.2210905184
335,11.166666666666666,501.0,1349.0,2887.669170154899,75638.43328656942,149366.11494077404,-9345179.287224641
336,11.2,501.0,1349.0,2863.590277383578,75053.43887838456,-162499.3437304979,-9282694.182576535
337,11.233333333333333,618.0,1133.0,2253.4493627336064,64805.14370453623,-469480.1638976616,-4219417.576491529
338,11.266666666666666,624.0,1133.0,1656.70779372355,43754.761285207125,-443793.84882993315,2827229.181793361
339,11.3,629.0,1133.0,976.7512142699163,35218.88711587402,-280998.21844477084,7572469.04432193
340,11.333333333333334,643.0,1133.0,1032.8172352502975,25021.5467222224,61037.42079152884,7466100.749147112
341,11.366666666666667,657.0,1132.0,1098.8172352502975,39288.048501975936,216741.83149836987,1761255.6995457052
342,11.4,662.0,1133.0,1912.8097725317598,39471.00215544705,178454.4674279092,-3361740.8632197967
343,11.433333333333334,501.0,1349.0,1884.559443888243,51185.012997169884,-7374.2260496166155,-2012761.1837006994
344,11.466666666666667,695.0,1133.0,1920.2201151571262,38979.38708547261,44270.388514529244,3197553.006042175
345,11.5,695.0,1133.0,1154.581217999937,54136.37223147183,205795.97435319502,2044191.524500108
346,11.533333333333333,710.0,1122.0,2017.126848742441,52699.11870901894,180549.82348120312,7424642.043493124
347,11.566666666666666,710.0,1106.0,2731.0914086721305,66173.02713021872,700772.1105860699,8356501.60249341
348,11.6,711.0,1110.0,2675.2881829589155,99417.25941475693,737649.9303140971,-2781532.2237231447
349,11.633333333333333,501.0,1349.0,4143.094749410838,115349.68915115851,515336.6290045269,-8671303.289602762
350,11.666666666666666,222.0,910.0,5211.238954644087,133773.03468172537,159563.0443405796,-5021289.4555664435
351,11.7,501.0,1349.0,5391.290888720288,125987.22544053048,180583.99863343072,-3763299.0918575292
352,11.733333333333333,501.0,1349.0,3866.333791509137,145811.9679239541,-91323.56178325563,-4278823.684782438
353,11.766666666666666,710.0,1046.0,5007.931356327843,119898.98798831343,-104670.91368539844,6373723.694522119
354,11.8,710.0,1031.0,4732.78820225287,138833.90701159422,333591.35118488566,2772902.0378202656
355,11.833333333333334,710.0,1026.0,4854.003607308726,142138.41140063916,80189.22216928595,-4356717.683069694
356,11.866666666666667,501.0,1349.0,5175.778858965712,144179.85515621328,43143.50564690605,-915847.674324774
357,11.9,299.0,905.0,5175.778858965712,145014.64511043287,19132.7105476343,-4284285.3633970935
358,11.933333333333334,739.0,1017.0,5331.323152233468,145455.36919272222,-242475.5185795669,-3616936.556433885
359,11.966666666666667,501.0,1349.0,5307.384021724464,128849.61053846175,-221996.3932146247,4447405.481227559
360,12.0,759.0,1017.0,4141.899627698984,130655.60964508056,54018.18016893702,165730.49751803876
361,12.033333333333333,778.0,1017.0,4041.2138626037618,132450.82254972422,-210947.69338008878,-92275.41711220145
362,12.066666666666666,501.0,1349.0,5234.44209401255,116592.430086408,47866.48569479027,3342571.192757558
363,12.1,798.0,1017.0,4019.677417232563,135641.92159604357,11890.386137081794,-9142007.47434257
364,12.133333333333333,811.0,1017.0,4076.3273649993484,117385.12249554678,-561600.679261381,-8905587.29654994
365,12.166666666666666,395.0,907.0,4079.3987531242346,98201.87631195149,-581815.4336329142,-179290.33955918136
366,12.2,826.0,994.0,2815.7571458590796,78597.42692001915,-573553.3685653266,-4095050.6368741035
367,12.233333333333333,827.0,987.0,1622.5289144502908,59964.98507426305,-854818.8094245212,-155552.40846404433
368,12.266666666666666,827.0,973.0,1600.2266863273176,21609.506291717735,-583923.5291295962,13739592.860899678
369,12.3,826.0,954.0,354.1917854237034,21036.749798956633,61154.04796879071,9841339.955028025
370,12.333333333333334,827.0,953.0,348.12039729881747,25686.442822970446,72165.80120560541,10199536.976721574
371,12.366666666666667,827.0,934.0,1844.0934483740755,25847.803212663657,741123.179750229,15849225.883508723
372,12.4,827.0,929.0,1856.0934483740755,75094.65480631904,1128780.860106187,422681.1736610824
373,12.433333333333334,827.0,915.0,3525.124911811598,101099.86055307611,769301.9246609678,-4967192.766212894
374,12.466666666666667,501.0,1349.0,5139.647962350783,126381.44978371689,797634.675691994,792055.2934232512
375,12.5,827.0,891.0,5130.647962350783,154275.50559920905,822105.6108891845,-11084840.623084737
376,12.533333333333333,826.0,873.0,5362.553110884818,181188.49050966252,58645.300819678276,-10972932.742302818
377,12.566666666666666,501.0,1349.0,7059.507887016758,158185.19232052093,90576.7614023299,6376826.723119852
378,12.6,826.0,857.0,5375.401470395734,187226.94126981785,483767.0823610017,429374.85299132316
379,12.633333333333333,826.0,834.0,5602.836099639463,190436.33114458772,119201.75160175146,797236.8235005162
380,12.666666666666666,501.0,1349.0,7419.970143079772,195173.7247099346,536916.2039277029,12466342.117708124
381,12.7,826.0,819.0,7507.004179138079,226230.74473976792,950291.2261156265,391491.2365101717
382,12.733333333333333,826.0,800.0,7753.569435156652,258526.47311764304,563015.6196950475,-12821790.84597445
383,12.766666666666666,501.0,1349.0,9737.23056999411,263765.1193861044,95505.16971732969,-7114241.701983536
384,12.8,501.0,1349.0,9838.792922361707,264893.48443213163,88732.83956281185,-6262832.456447458
385,12.833333333333334,826.0,761.0,8030.658878921396,269680.6420236252,-322016.9940458342,-13508938.367287975
386,12.866666666666667,826.0,756.0,8248.705186001545,243425.68482907605,-811863.05158972,-469213.6395056431
387,12.9,501.0,1349.0,8312.011986466005,215556.43858431053,-353297.90334621037,6652917.315652697
388,12.933333333333334,826.0,737.0,6337.350851628548,219872.491272662,-368335.2305462068,-7589984.457995181
389,12.966666666666667,826.0,717.0,6562.621974405241,191000.75654789672,-859296.867212556,-7737832.343903412
390,13.0,501.0,1349.0,6600.916255450854,162586.03345849164,-884190.7201397677,-863507.7313751007
391,13.033333333333333,826.0,699.0,4527.852916700956,132054.70853857888,-916864.0493042294,-8094668.911717747
392,13.066666666666666,825.0,676.0,2536.0260840859823,101461.76350487635,-1423835.3142542844,-871669.3136789153
393,13.1,811.0,671.0,2581.0260840859823,37132.35425495992,-974975.3368828238,13707259.785448786
394,13.133333333333333,806.0,671.0,397.3138219300984,36463.4077126881,-510017.9952243653,14019754.001393607
395,13.166666666666666,782.0,671.0,392.0695270033087,3131.154573335568,-40325.070123250065,14662705.483275643
396,13.2,773.0,671.0,420.18058766142457,33775.06970447143,467495.70366067754,15387806.84905997
397,13.233333333333333,763.0,670.0,2495.689547180437,34297.534817380736,985528.7198140811,15226199.531829555
398,13.266666666666666,743.0,670.0,2500.6558878874175,99476.9843587435,1482575.6724493143,-158441.23081278213
399,13.299999999999999,734.0,671.0,4658.188699230386,133135.91298066836,974965.9710932288,-7129871.823806986
400,13.333333333333334,501.0,1349.0,6768.368246592106,164474.71576495876,1007250.8841955152,-6551530.526402237
401,13.366666666666667,710.0,646.0,6780.316537820824,200285.97192703604,538197.2693330796,-22211186.293464262
402,13.4,710.0,641.0,6941.979043577126,200354.5337204974,-473494.86870210234,-22502460.47529883
403,13.433333333333334,501.0,1349.0,6853.0127028701445,168719.6473468959,-961966.7623535093,-7353589.742326358
404,13.466666666666667,710.0,608.0,4698.400998755855,136223.41623026345,-963734.1848571927,-7737052.761877902
405,13.5,710.0,603.0,2600.171465275314,104470.7016897497,-1477770.2798120358,-632287.6833520161
406,13.533333333333333,710.0,603.0,2558.171465275314,37705.397576127725,-1005886.6970806604,14598587.688383376
407,13.566666666666666,710.0,583.0,293.39696961967,37411.588551039,-504531.10058647755,7402334.598049927
408,13.6,710.0,569.0,341.4683577445559,4069.990870362555,-512397.72387733206,7566110.128789383
409,13.633333333333333,710.0,564.0,311.4683577445559,3251.7402925501933,-123.75866718542348,7681783.106941375
410,13.666666666666666,696.0,555.0,284.4683577445559,4061.7402925501933,-278.85008124050034,-391844.34056586307
411,13.7,691.0,555.0,314.4683577445559,3233.1502871341604,-26246.714704909624,-249257.44339435996
412,13.733333333333333,686.0,555.0,312.0713881248859,2311.9593122228853,-16896.012974197823,391228.9280715135
413,13.766666666666666,666.0,555.0,336.0517087712814,2106.7494221876386,-164.7861668087262,155390.62736876705
414,13.799999999999999,657.0,555.0,393.0517087712814,2300.97356776897,-6536.6378162800265,-98273.21683402004
415,13.833333333333334,647.0,555.0,360.15871531413603,1670.97356776897,-6716.333955743398,179554.55790804946
416,13.866666666666667,628.0,556.0,345.15871531413603,1853.21797071941,5433.666044256602,141245.00933615104
417,13.9,618.0,555.0,360.15871531413603,2033.21797071941,2700.000000000001,-184099.0434118673
418,13.933333333333334,614.0,555.0,330.1070065428546,2033.21797071941,-6839.60351653455,-41844.052748018265
419,13.966666666666667,594.0,555.0,345.1070065428546,1577.24440295044,-89.60351653455037,4594087.275922304
420,14.0,590.0,555.0,375.0,2027.24440295044,299432.8815449524,4351087.275922304
421,14.033333333333333,575.0,555.0,360.0,21539.43650594727,289982.8815449524,4385290.420280453
422,14.066666666666666,556.0,555.0,1571.0358529674843,21359.43650594727,591785.576230316,8986905.117206499
423,14.1,551.0,555.0,1574.0358529674843,60991.808254635,889109.8893587191,-40461.320736849215
424,14.133333333333333,537.0,555.0,2863.680204085973,80633.42912986186,589088.1548478594,-4372309.168005181
425,14.166666666666666,829.0,880.0,4071.6118428854834,100264.35191115896,597622.611491707,244972.85981517207
426,14.2,517.0,555.0,4071.6907356568045,120474.93656264234,605419.6788355375,-4235070.1012603855
427,14.233333333333333,498.0,555.0,4189.06696489941,140625.66383352812,315284.6047410147,-4125249.5312938257
428,14.266666666666666,829.0,846.0,5430.6175785906335,141493.9102120433,330403.0434159493,130312.35217630179
429,14.299999999999999,479.0,556.0,5370.368360406015,162652.53339459142,323972.0948861015,-4415327.20552924
430,14.333333333333334,464.0,555.0,5525.277479321451,163092.04987111673,36047.896380666585,-4172057.7908909037
431,14.366666666666667,830.0,811.0,5552.252140906861,165055.72648663583,45834.90882670789,217778.55971041572
432,14.4,830.0,806.0,5527.823343478967,166147.71045956394,50566.46702802763,264608.17084282293
433,14.433333333333334,426.0,555.0,5684.757217192392,168426.82428850437,63475.453549562764,6811863.693829572
434,14.466666666666667,829.0,778.0,5860.141762910977,170379.40736286814,504690.7132833324,5519093.686888374
435,14.5,829.0,774.0,5833.959941915634,202072.87184072653,431415.0326754544,-4883203.806956076
436,14.533333333333333,397.0,555.0,8160.779258533231,199140.40954123175,179143.7928195941,-5838457.920317403
437,14.566666666666666,377.0,555.0,8862.572670126274,214015.79136203282,42184.50465429423,-15071361.336890945
438,14.6,829.0,739.0,7404.088182721624,201952.70985151804,-825613.6296398023,-22101532.015073813
439,14.633333333333333,501.0,1349.0,5897.3085040691685,158974.8827193793,-1431250.9630172933,-8235951.877458522
440,14.666666666666666,501.0,1349.0,4488.6495673495665,106535.97898369849,-1374677.0881370371,4510665.5241936715
441,14.7,501.0,1349.0,2077.7766963752383,67329.74351024351,-1130539.9280710486,5470964.0322507685
442,14.733333333333333,501.0,1349.0,0.0,31166.65044562858,-1009946.1526536525,9945602.570799297
443,14.766666666666666,501.0,1349.0,0.0,0.0,-467499.7566844287,15149192.289804786
444,14.799999999999999,501.0,1349.0,0.0,0.0,0.0,7012496.350266431
445,14.833333333333334,501.0,1349.0,0.0,0.0,0.0,0.0
446,14.866666666666667,501.0,1349.0,0.0,0.0,0.0,0.0
447,14.9,501.0,1349.0,0.0,0.0,0.0,0.0
448,14.933333333333334,501.0,1349.0,0.0,0.0,0.0,0.0
449,14.966666666666667,501.0,1349.0,0.0,0.0,0.0,8133047.661585724
450,15.0,501.0,1349.0,0.0,0.0,542203.1774390482,16244714.649827104
451,15.033333333333333,501.0,1349.0,0.0,36146.87849593655,1082980.9766551403,8134575.502397716
452,15.066666666666666,501.0,1349.0,2409.791899729103,72198.73177700935,1084508.2109322292,51061.46019482762
453,15.1,501.0,1349.0,4813.2487851339565,108447.4258914185,1086385.074001462,-8073278.436031327
454,15.133333333333333,501.0,1349.0,4870.327677905278,144624.40337710682,546289.6485301406,-24329018.601391047
455,15.166666666666666,373.0,556.0,4942.3901508020635,144866.73579342788,-535549.4994246078,-16351029.369384736
456,15.2,387.0,556.0,5014.4526236988495,108921.1034154663,-543778.9760955087,-149884.59630483537
457,15.233333333333333,392.0,555.0,2664.735677153249,108614.8040537273,-545541.8058449303,8014638.451881031
458,15.266666666666666,411.0,555.0,2653.9062178220834,72551.64969247095,-9469.745970106738,24132980.090104066
459,15.299999999999999,416.0,556.0,2668.827325050762,107983.48765572018,1063323.5334953407,16130272.035718977
460,15.333333333333334,431.0,556.0,4980.698576064941,143439.885258827,1065881.7230778248,94281.72587208477
461,15.366666666666667,501.0,1349.0,7291.635263889786,179042.26919424185,1069608.981886813,43105.58293544082
462,15.4,455.0,556.0,7288.560310706283,214747.15071794786,1068755.4286068543,-16106463.351122636
463,15.433333333333334,469.0,555.0,7277.963111141068,250292.6311013655,-4155.241521362885,-16035466.666686397
464,15.466666666666667,501.0,1349.0,9588.282359268826,214470.13461652366,-275.6825055722322,8098703.836265
465,15.5,488.0,555.0,7276.411108254646,250274.25226766066,535758.3475629704,-8039021.067671033
466,15.533333333333333,497.0,555.0,7278.7421133591215,250187.35778738838,-536210.4203503078,-8004021.4527406115
467,15.566666666666666,501.0,1349.0,9602.224627472593,214526.89091097348,2156.9173802629693,16106998.616830885
468,15.6,473.0,556.0,7277.273293735443,250331.1522794059,537589.4874384182,-8070632.541622823
469,15.633333333333333,459.0,555.0,7286.029326731223,250366.1900735347,-535885.2520612585,-7980497.116557795
470,15.666666666666666,501.0,1349.0,9599.994934138605,214605.46880865534,5556.346334565291,8395086.995934876
471,15.7,440.0,556.0,7274.739721496003,250736.61316250573,23787.214334399952,-15619253.707238853
472,15.733333333333333,421.0,556.0,7300.683603514354,216191.28309761532,-1035727.2341480249,-8340352.275195405
473,15.766666666666666,501.0,1349.0,7372.430174064536,181688.13088597072,-532236.2706786271,7518486.337486337
474,15.799999999999999,401.0,555.0,5083.178269431863,180708.86505237353,-534494.8116489358,-487070.361694385
475,15.833333333333334,387.0,555.0,5055.768428690849,146055.14344270836,-564707.6281249195,7165101.4521446405
476,15.866666666666667,363.0,575.0,5076.693475507346,143061.68984404556,-56821.381505959886,7730613.267685711
477,15.9,363.0,579.0,4902.002950844186,142267.05134231102,-49333.41027920558,-7426857.226749567
478,15.933333333333334,501.0,1349.0,4824.177487522683,139772.79582543188,-551945.1966225978,-7172235.382957639
479,15.966666666666667,363.0,606.0,4794.35411103182,105470.70490080451,-527482.435809715,-7189941.08427922
480,16.0,363.0,618.0,2522.7358714686643,104607.3001047842,-1031274.6022412125,-625292.7071103944
481,16.03333333333333,363.0,623.0,2515.281775501452,36719.06475139033,-569168.6162837414,14638174.111162221
482,16.066666666666666,363.0,642.0,364.156077088054,66662.7256858681,-55396.32816373128,15048924.055297887
483,16.1,363.0,652.0,2406.5843658049134,33025.97620714158,434092.9874027843,14896489.572875276
484,16.133333333333333,358.0,666.0,2394.659318988416,95602.25817938705,937702.9766946204,351915.8044614588
485,16.166666666666668,344.0,671.0,4424.945317619682,95539.50798678293,457554.041033548,-13914854.671538632
486,16.2,501.0,1349.0,4420.464600186223,126105.86091495694,10045.998592044703,-13742178.01245602
487,16.233333333333334,324.0,670.0,4396.8544271309565,96209.24122625259,-458591.15979685326,-7122391.126516184
488,16.266666666666666,305.0,671.0,2405.426138414097,95533.11692850005,-464780.07650903426,124543.00031138142
489,16.3,301.0,671.0,2417.3511852305946,65223.90279231698,-450288.29310942785,14614146.936117265
490,16.333333333333332,286.0,671.0,2451.799370926007,65513.89738787154,509496.38589878345,14372906.173572391
491,16.366666666666667,267.0,671.0,2484.778292436849,99190.32851890255,507905.45179539814,-359344.98566911864
492,16.4,262.0,671.0,4624.984928145015,99374.26084089809,485540.0535208423,-7706828.43710625
493,16.433333333333334,501.0,1349.0,4580.063820916337,131559.66542029203,-5883.11067835169,-7012434.773233066
494,16.466666666666665,228.0,670.0,4610.063820916337,98982.05346234131,18044.401971971314,-6871769.002382405
495,16.5,224.0,671.0,2530.3296365896576,132762.62555175676,-464001.044170512,289317.4518873901
496,16.53333333333333,209.0,671.0,4666.0623270007345,68048.6505176405,37332.232097797394,22687619.59498563
497,16.566666666666666,190.0,671.0,2573.855691292568,135251.44102494328,1048506.92882853,7547861.709251945
498,16.6,185.0,671.0,4805.806287191063,137949.11243954248,540523.0127145939,-293099.0180183165
499,16.633333333333333,501.0,1349.0,6994.213456233284,171286.30853924953,1028966.9942939756,7832544.376565647
500,16.666666666666668,150.0,671.0,7039.213456233284,206546.9120591409,1062692.6378189703,-14962143.160579244
501,16.7,151.0,671.0,7144.94940570382,242132.48439384755,31490.783588692713,-15350372.084339544
502,16.733333333333334,501.0,1349.0,9384.953670092267,208646.2976317204,39334.498863000685,8383806.008505258
503,16.766666666666666,112.0,671.0,7200.9241814224515,244754.78431804758,590411.1841557098,-7559656.598910058
504,16.8,113.0,671.0,7314.288424141339,248007.04324210103,-464642.60773100343,-8258647.236932988
505,16.833333333333332,501.0,1349.0,9594.686388601976,213778.61046931404,39834.701693510404,7772102.119832255
506,16.866666666666667,78.0,671.0,7353.173640610194,250662.69002166842,53497.533591146814,-7457969.057840066
507,16.9,74.0,671.0,7476.277963784295,217345.1127087238,-457363.23549582734,-33888.554321217256
508,16.933333333333334,501.0,1349.0,7401.277963784295,220171.8076552799,51238.29663639898,7388260.973151067
509,16.966666666666665,40.0,671.0,7465.615139585733,220760.9991511504,35187.49604757718,-3192486.6918171137
510,17.0,35.0,671.0,7544.85299817216,222517.6407251184,-161594.14948474188,-3589969.0371275814
511,17.03333333333333,30.0,671.0,7442.85299817216,209988.05585216763,-204143.77309426153,-3594638.806884025
512,17.066666666666666,501.0,1349.0,6587.21580570473,208908.05585216763,-401236.73661034345,-11130217.492233327
513,17.1,501.0,1349.0,6557.21580570473,183238.94007814475,-946158.2725764833,-5286047.514914523
514,17.133333333333333,501.0,1349.0,5701.578613237301,145830.83768040207,-753639.9042713116,-2293291.5141051393
515,17.166666666666668,365.0,829.0,3224.9427901902386,132996.27979339063,-1099044.373516826,2546087.786551609
516,17.2,501.0,1349.0,3224.9427901902386,72561.21277928035,-583900.7185012043,10440862.986517083
517,17.233333333333334,501.0,1349.0,1612.4713950951193,94069.5652266437,-402986.8410823537,7553087.461939506
518,17.266666666666666,501.0,1349.0,3046.361558252674,45695.423373790116,-80361.55437190384,10281470.259102777
519,17.3,501.0,1349.0,1433.890163157555,88712.12826851677,282444.509524498,602711.6577892788
520,17.333333333333332,501.0,1349.0,2867.78032631511,64525.05734208998,-40180.77718595191,-4236667.64286747
521,17.366666666666667,361.0,892.0,2867.78032631511,86033.4097894533,0.0,-4236667.64286747
522,17.4,501.0,1349.0,2867.78032631511,64525.05734208998,-322625.2867104499,-807334.3665513576
523,17.433333333333334,501.0,1349.0,1433.890163157555,64525.05734208998,-53822.29110342385,12820684.909949208
524,17.466666666666665,501.0,1349.0,1433.890163157555,60936.90460186172,532087.0406194973,22499443.511262704
525,17.5,501.0,1349.0,2628.5701436332265,99997.52671672314,1446140.6096474233,22499443.511262704
526,17.53333333333333,501.0,1349.0,5232.61161795732,157346.2785783566,2032049.9413703443,13299287.790403841
527,17.566666666666666,501.0,1349.0,7861.181761590546,235467.52280807943,2332759.795674346,-13149416.396045933
528,17.6,1056.0,671.0,10465.22323591464,312863.5982899797,1155422.1816339488,-26767538.975292183
529,17.633333333333333,1043.0,671.0,12997.85763511244,312495.66825034266,548257.1973215339,-18385720.529804055
530,17.666666666666668,501.0,1349.0,10369.287491479214,349414.07811141526,-70292.52035298804,-18346079.128525555
531,17.7,501.0,1349.0,10297.880416352918,307809.5002268101,-674814.7445801698,-357283.43182287656
532,17.733333333333334,1004.0,671.0,10152.812034345805,304426.42847273726,-94111.41580784648,9062448.577426445
533,17.766666666666666,501.0,1349.0,10000.011062298057,301535.40583962033,-70651.5060850734,335254.60055103904
534,17.8,501.0,1349.0,9950.87842472637,299716.32806706574,-71761.10910444387,82023.78592061107
535,17.833333333333332,976.0,671.0,10010.953377909873,296751.3318993241,-65183.253690365935,-7921340.470550915
536,17.866666666666667,957.0,671.0,9864.66765398985,295370.7778210413,-599850.4738078382,-8416274.023945678
537,17.9,501.0,1349.0,9801.957704973818,256761.3003121349,-626268.1886200778,12769.240301328897
538,17.933333333333334,937.0,670.0,7392.717202697471,253619.56524636946,-598999.1911210829,-7296902.578406009
539,17.966666666666665,917.0,671.0,7247.926624608139,216828.02090406272,-1112728.3605138117,-7250816.415635754
540,18.0,501.0,1349.0,7259.851671424636,179437.67454544868,-1082386.9521634665,875210.6319026637
541,18.03333333333333,903.0,671.0,4945.502996146859,144668.89075983161,-1054380.9850536343,-7355811.171056609
542,18.066666666666666,884.0,670.0,2669.490325680942,109145.6088752064,-1572774.3635672405,7763080.07429939
543,18.1,879.0,671.0,2733.0033580513564,39817.26652201558,-536842.3134336749,23201606.433284838
544,18.133333333333333,860.0,670.0,453.2328226277432,73356.1213129614,-26000.60134825119,15800132.529863223
545,18.166666666666668,831.0,666.0,2663.933197184159,38083.89309879884,516499.85522387346,24232189.66665614
546,18.2,826.0,661.0,2666.933197184159,107789.44499455296,1589478.709762158,8043724.801257992
547,18.233333333333334,826.0,647.0,4960.565423123731,144049.14041627606,1052748.1753077398,-7202500.174145716
548,18.266666666666666,501.0,1349.0,7244.065994733001,177972.6566817356,1109312.031485777,1645504.41392173
549,18.3,826.0,622.0,7230.125346619837,218003.27584866117,1162448.4695691885,-15683488.33370867
550,18.333333333333332,826.0,604.0,7493.50607839134,255469.2213196815,63746.14257186577,-15925399.104198705
551,18.366666666666667,501.0,1349.0,9898.228845153786,222253.0186867856,100755.19595594145,8801244.111627873
552,18.4,826.0,589.0,7501.924483612903,262186.23438341095,650495.7500137239,430768.1692455098
