object_id,frame,t_sec,x,y
ghost_mag,145,4.833333333333333,659,570
pacman,146,4.866666666666666,291,1253
ghost_red,146,4.866666666666666,881,1347
ghost_red,146,4.866666666666666,853,170
ghost_cyan,146,4.866666666666666,827,1138
ghost_mag,146,4.866666666666666,637,571
pacman,147,4.9,363,343
ghost_red,147,4.9,881,1347
ghost_red,147,4.9,874,166
ghost_cyan,147,4.9,837,1138
ghost_mag,147,4.9,636,571
pacman,148,4.933333333333334,315,1253
ghost_red,148,4.933333333333334,881,1347
ghost_red,148,4.933333333333334,884,172
ghost_cyan,148,4.933333333333334,851,1138
ghost_mag,148,4.933333333333334,615,571
pacman,149,4.966666666666667,329,1254
ghost_red,149,4.966666666666667,881,1347
ghost_red,149,4.966666666666667,903,176
ghost_cyan,149,4.966666666666667,870,1138
ghost_mag,149,4.966666666666667,601,566
pacman,150,5.0,363,382
ghost_red,150,5.0,881,1347
ghost_red,150,5.0,909,175
ghost_cyan,150,5.0,875,1138
ghost_mag,150,5.0,591,570
pacman,151,5.033333333333333,363,386
ghost_red,151,5.033333333333333,883,1347
ghost_red,151,5.033333333333333,921,168
ghost_cyan,151,5.033333333333333,885,1138
ghost_mag,151,5.033333333333333,584,570
pacman,152,5.066666666666666,363,1253
ghost_red,152,5.066666666666666,883,1347
ghost_red,152,5.066666666666666,941,176
ghost_cyan,152,5.066666666666666,904,1138
ghost_mag,152,5.066666666666666,570,572
pacman,153,5.1,372,1253
ghost_red,153,5.1,883,1347
ghost_red,153,5.1,944,172
ghost_cyan,153,5.1,909,1138
ghost_mag,153,5.1,560,569
pacman,154,5.133333333333334,363,420
ghost_red,154,5.133333333333334,883,1347
ghost_red,154,5.133333333333334,962,177
ghost_cyan,154,5.133333333333334,918,1138
ghost_mag,154,5.133333333333334,555,569
pacman,155,5.166666666666667,401,1253
ghost_red,155,5.166666666666667,883,1347
ghost_red,155,5.166666666666667,973,176
ghost_cyan,155,5.166666666666667,938,1138
ghost_mag,155,5.166666666666667,532,568
pacman,156,5.2,407,1254
ghost_red,156,5.2,883,1347
ghost_red,156,5.2,977,176
ghost_cyan,156,5.2,943,1138
ghost_mag,156,5.2,531,568
pacman,157,5.233333333333333,387,439
ghost_red,157,5.233333333333333,883,1347
ghost_red,157,5.233333333333333,992,176
ghost_cyan,157,5.233333333333333,957,1138
ghost_mag,157,5.233333333333333,514,570
pacman,158,5.266666666666667,436,1254
ghost_red,158,5.266666666666667,883,1347
ghost_red,158,5.266666666666667,1002,171
ghost_cyan,158,5.266666666666667,971,1138
ghost_mag,158,5.266666666666667,495,570
pacman,159,5.3,439,1253
ghost_red,159,5.3,883,1347
ghost_red,159,5.3,1018,170
ghost_cyan,159,5.3,976,1138
ghost_mag,159,5.3,491,571
pacman,160,5.333333333333333,425,439
ghost_red,160,5.333333333333333,883,1347
ghost_red,160,5.333333333333333,1020,168
ghost_cyan,160,5.333333333333333,992,1137
ghost_mag,160,5.333333333333333,486,570
pacman,161,5.366666666666666,432,439
ghost_red,161,5.366666666666666,883,1347
ghost_red,161,5.366666666666666,1024,186
ghost_cyan,161,5.366666666666666,1007,1137
ghost_mag,161,5.366666666666666,466,563
pacman,162,5.4,476,1258
ghost_red,162,5.4,883,1347
ghost_red,162,5.4,1016,190
ghost_cyan,162,5.4,1012,1137
ghost_mag,162,5.4,463,571
pacman,163,5.433333333333334,481,1253
ghost_red,163,5.433333333333334,883,1347
ghost_red,163,5.433333333333334,1018,194
ghost_cyan,163,5.433333333333334,1021,1142
ghost_mag,163,5.433333333333334,451,561
pacman,164,5.466666666666667,469,439
ghost_red,164,5.466666666666667,883,1347
ghost_red,164,5.466666666666667,1019,223
ghost_cyan,164,5.466666666666667,1021,1156
ghost_mag,164,5.466666666666667,432,558
pacman,165,5.5,481,1229
ghost_red,165,5.5,883,1347
ghost_red,165,5.5,1018,218
ghost_cyan,165,5.5,1021,1166
ghost_mag,165,5.5,425,559
pacman,166,5.533333333333333,481,1216
ghost_red,166,5.533333333333333,883,1347
ghost_red,166,5.533333333333333,1019,245
ghost_cyan,166,5.533333333333333,1021,1176
ghost_mag,166,5.533333333333333,413,570
pacman,167,5.566666666666666,479,459
ghost_red,167,5.566666666666666,883,1347
ghost_red,167,5.566666666666666,1018,260
ghost_cyan,167,5.566666666666666,1021,1195
ghost_mag,167,5.566666666666666,396,572
pacman,168,5.6,479,463
ghost_red,168,5.6,883,1347
ghost_red,168,5.6,1025,261
ghost_cyan,168,5.6,1021,1199
ghost_mag,168,5.6,386,572
pacman,169,5.633333333333334,482,1181
ghost_red,169,5.633333333333334,883,1347
ghost_red,169,5.633333333333334,1018,278
ghost_cyan,169,5.633333333333334,1021,1209
ghost_mag,169,5.633333333333334,372,572
pacman,170,5.666666666666667,479,497
ghost_red,170,5.666666666666667,883,1347
ghost_red,170,5.666666666666667,1020,297
ghost_cyan,170,5.666666666666667,1023,1229
ghost_mag,170,5.666666666666667,363,576
pacman,171,5.7,479,502
ghost_red,171,5.7,883,1347
ghost_red,171,5.7,1025,303
ghost_cyan,171,5.7,1023,1234
ghost_mag,171,5.7,364,580
pacman,172,5.733333333333333,485,1143
ghost_red,172,5.733333333333333,883,1347
ghost_red,172,5.733333333333333,1019,307
ghost_cyan,172,5.733333333333333,1023,1243
ghost_mag,172,5.733333333333333,364,596
pacman,173,5.766666666666667,484,1146
ghost_red,173,5.766666666666667,883,1347
ghost_red,173,5.766666666666667,1013,326
ghost_cyan,173,5.766666666666667,1021,1246
ghost_mag,173,5.766666666666667,365,610
pacman,174,5.8,482,1157
ghost_red,174,5.8,883,1347
ghost_red,174,5.8,1014,324
ghost_cyan,174,5.8,1021,1242
ghost_mag,174,5.8,362,594
pacman,175,5.833333333333333,481,1166
ghost_red,175,5.833333333333333,883,1347
ghost_red,175,5.833333333333333,1019,312
ghost_cyan,175,5.833333333333333,1021,1232
ghost_mag,175,5.833333333333333,365,580
pacman,176,5.866666666666666,483,1180
ghost_red,176,5.866666666666666,883,1347
ghost_red,176,5.866666666666666,1024,302
ghost_cyan,176,5.866666666666666,1021,1213
ghost_mag,176,5.866666666666666,366,566
pacman,177,5.9,481,1190
ghost_red,177,5.9,883,1347
ghost_red,177,5.9,976,1355
ghost_cyan,177,5.9,1021,1208
ghost_mag,177,5.9,373,560
pacman,178,5.933333333333334,483,1199
ghost_red,178,5.933333333333334,883,1347
ghost_red,178,5.933333333333334,1018,282
ghost_cyan,178,5.933333333333334,1021,1198
ghost_mag,178,5.933333333333334,377,571
pacman,179,5.966666666666667,483,1218
ghost_red,179,5.966666666666667,883,1347
ghost_red,179,5.966666666666667,976,1355
ghost_cyan,179,5.966666666666667,1021,1179
ghost_mag,179,5.966666666666667,398,563
pacman,180,6.0,484,1224
ghost_red,180,6.0,883,1347
ghost_red,180,6.0,1036,263
ghost_cyan,180,6.0,1021,1174
ghost_mag,180,6.0,404,562
pacman,181,6.033333333333333,484,1235
ghost_red,181,6.033333333333333,883,1347
ghost_red,181,6.033333333333333,1006,236
ghost_cyan,181,6.033333333333333,1023,1157
ghost_mag,181,6.033333333333333,412,563
pacman,182,6.066666666666666,484,1254
ghost_red,182,6.066666666666666,883,1347
ghost_red,182,6.066666666666666,1027,238
ghost_cyan,182,6.066666666666666,1022,1143
ghost_mag,182,6.066666666666666,433,562
pacman,183,6.1,479,1254
ghost_red,183,6.1,883,1347
ghost_red,183,6.1,976,1355
ghost_cyan,183,6.1,1022,1138
ghost_mag,183,6.1,437,564
pacman,184,6.133333333333334,469,1253
ghost_red,184,6.133333333333334,883,1347
ghost_red,184,6.133333333333334,1024,199
ghost_cyan,184,6.133333333333334,1008,1138
ghost_mag,184,6.133333333333334,449,565
pacman,185,6.166666666666667,449,1253
ghost_red,185,6.166666666666667,883,1347
ghost_red,185,6.166666666666667,1029,182
ghost_cyan,185,6.166666666666667,994,1138
ghost_mag,185,6.166666666666667,468,565
pacman,186,6.2,445,1252
ghost_red,186,6.2,883,1347
ghost_red,186,6.2,1031,179
ghost_cyan,186,6.2,989,1138
ghost_mag,186,6.2,471,564
pacman,187,6.233333333333333,436,1253
ghost_red,187,6.233333333333333,883,1347
ghost_red,187,6.233333333333333,1021,175
ghost_cyan,187,6.233333333333333,974,1138
ghost_mag,187,6.233333333333333,480,564
pacman,188,6.266666666666667,417,1253
ghost_red,188,6.266666666666667,883,1347
ghost_red,188,6.266666666666667,1002,174
ghost_cyan,188,6.266666666666667,960,1138
ghost_mag,188,6.266666666666667,500,565
pacman,189,6.3,412,1254
ghost_red,189,6.3,883,1347
ghost_red,189,6.3,1000,171
ghost_cyan,189,6.3,950,1138
ghost_mag,189,6.3,505,571
pacman,190,6.333333333333333,396,1253
ghost_red,190,6.333333333333333,883,1347
ghost_red,190,6.333333333333333,990,173
ghost_cyan,190,6.333333333333333,941,1138
ghost_mag,190,6.333333333333333,519,571
pacman,191,6.366666666666666,383,1254
ghost_red,191,6.366666666666666,883,1347
ghost_red,191,6.366666666666666,972,172
ghost_cyan,191,6.366666666666666,921,1138
ghost_mag,191,6.366666666666666,532,572
pacman,192,6.4,377,1253
ghost_red,192,6.4,883,1347
ghost_red,192,6.4,969,171
ghost_cyan,192,6.4,917,1138
ghost_mag,192,6.4,540,571
pacman,193,6.433333333333334,364,1253
ghost_red,193,6.433333333333334,883,1347
ghost_red,193,6.433333333333334,971,179
ghost_cyan,193,6.433333333333334,907,1138
ghost_mag,193,6.433333333333334,554,572
pacman,194,6.466666666666667,349,1252
ghost_red,194,6.466666666666667,883,1347
ghost_red,194,6.466666666666667,941,168
ghost_cyan,194,6.466666666666667,887,1138
ghost_mag,194,6.466666666666667,568,571
pacman,195,6.5,345,1252
ghost_red,195,6.5,883,1347
ghost_red,195,6.5,976,1355
ghost_cyan,195,6.5,883,1138
ghost_mag,195,6.5,572,572
pacman,196,6.533333333333333,330,1254
ghost_red,196,6.533333333333333,883,1347
ghost_red,196,6.533333333333333,922,164
ghost_cyan,196,6.533333333333333,873,1138
ghost_mag,196,6.533333333333333,585,571
pacman,197,6.566666666666666,306,1254
ghost_red,197,6.566666666666666,883,1347
ghost_red,197,6.566666666666666,899,167
ghost_cyan,197,6.566666666666666,847,1141
ghost_mag,197,6.566666666666666,609,571
pacman,198,6.6,301,1254
ghost_red,198,6.6,883,1347
ghost_red,198,6.6,886,173
ghost_cyan,198,6.6,843,1141
ghost_mag,198,6.6,615,572
pacman,199,6.633333333333334,292,1254
ghost_red,199,6.633333333333334,883,1347
ghost_red,199,6.633333333333334,881,168
ghost_cyan,199,6.633333333333334,828,1141
ghost_mag,199,6.633333333333334,625,571
pacman,200,6.666666666666667,271,1254
ghost_red,200,6.666666666666667,883,1347
ghost_red,200,6.666666666666667,857,177
ghost_cyan,200,6.666666666666667,829,1126
ghost_mag,200,6.666666666666667,642,572
pacman,201,6.7,268,1253
ghost_red,201,6.7,883,1347
ghost_red,201,6.7,851,174
ghost_cyan,201,6.7,828,1121
ghost_mag,201,6.7,646,570
pacman,202,6.733333333333333,392,786
ghost_red,202,6.733333333333333,883,1347
ghost_red,202,6.733333333333333,835,173
ghost_cyan,202,6.733333333333333,828,1107
ghost_mag,202,6.733333333333333,660,571
pacman,203,6.766666666666667,239,1254
ghost_red,203,6.766666666666667,883,1347
ghost_red,203,6.766666666666667,827,180
ghost_cyan,203,6.766666666666667,828,1092
ghost_mag,203,6.766666666666667,680,572
pacman,204,6.8,233,1254
ghost_red,204,6.8,883,1347
ghost_red,204,6.8,976,1355
ghost_cyan,204,6.8,828,1088
ghost_mag,204,6.8,685,574
pacman,205,6.833333333333333,426,786
ghost_red,205,6.833333333333333,883,1347
ghost_red,205,6.833333333333333,828,198
ghost_cyan,205,6.833333333333333,829,1073
ghost_mag,205,6.833333333333333,694,575
pacman,206,6.866666666666666,204,1254
ghost_red,206,6.866666666666666,883,1347
ghost_red,206,6.866666666666666,826,212
ghost_cyan,206,6.866666666666666,828,1059
ghost_mag,206,6.866666666666666,710,573
pacman,207,6.9,200,1254
ghost_red,207,6.9,883,1347
ghost_red,207,6.9,830,220
ghost_cyan,207,6.9,830,1046
ghost_mag,207,6.9,710,578
pacman,208,6.933333333333334,464,786
ghost_red,208,6.933333333333334,883,1347
ghost_red,208,6.933333333333334,811,230
ghost_cyan,208,6.933333333333334,830,1036
ghost_mag,208,6.933333333333334,708,588
pacman,209,6.966666666666667,171,1253
ghost_red,209,6.966666666666667,884,1346
ghost_red,209,6.966666666666667,829,240
ghost_cyan,209,6.966666666666667,830,1022
ghost_mag,209,6.966666666666667,711,607
pacman,210,7.0,166,1253
ghost_red,210,7.0,885,1347
ghost_red,210,7.0,829,248
ghost_cyan,210,7.0,820,1022
ghost_mag,210,7.0,712,611
pacman,211,7.033333333333333,515,787
ghost_red,211,7.033333333333333,884,1347
ghost_red,211,7.033333333333333,827,262
ghost_cyan,211,7.033333333333333,810,1022
ghost_mag,211,7.033333333333333,710,627
pacman,212,7.066666666666666,525,787
ghost_red,212,7.066666666666666,885,1347
ghost_red,212,7.066666666666666,823,283
ghost_cyan,212,7.066666666666666,791,1022
ghost_mag,212,7.066666666666666,710,640
pacman,213,7.1,527,787
ghost_red,213,7.1,885,1347
ghost_red,213,7.1,828,289
ghost_cyan,213,7.1,786,1022
ghost_mag,213,7.1,709,645
pacman,214,7.133333333333334,118,1253
ghost_red,214,7.133333333333334,885,1347
ghost_red,214,7.133333333333334,820,290
ghost_cyan,214,7.133333333333334,777,1022
ghost_mag,214,7.133333333333334,708,660
pacman,215,7.166666666666667,102,1253
ghost_red,215,7.166666666666667,959,1342
ghost_red,215,7.166666666666667,892,1361
ghost_cyan,215,7.166666666666667,757,1022
ghost_mag,215,7.166666666666667,712,674
pacman,216,7.2,99,1253
ghost_red,216,7.2,885,1344
ghost_red,216,7.2,818,315
ghost_cyan,216,7.2,752,1022
ghost_mag,216,7.2,712,668
pacman,217,7.233333333333333,567,786
ghost_red,217,7.233333333333333,884,1342
ghost_red,217,7.233333333333333,979,1350
ghost_cyan,217,7.233333333333333,743,1022
ghost_mag,217,7.233333333333333,712,692
pacman,218,7.266666666666667,569,786
ghost_red,218,7.266666666666667,884,1342
ghost_red,218,7.266666666666667,829,344
ghost_cyan,218,7.266666666666667,724,1022
ghost_mag,218,7.266666666666667,718,708
pacman,219,7.3,57,1259
ghost_red,219,7.3,883,1342
ghost_red,219,7.3,825,346
ghost_cyan,219,7.3,719,1022
ghost_mag,219,7.3,712,708
pacman,220,7.333333333333333,56,1248
ghost_red,220,7.333333333333333,883,1342
ghost_red,220,7.333333333333333,828,363
ghost_cyan,220,7.333333333333333,709,1022
ghost_mag,220,7.333333333333333,709,717
pacman,221,7.366666666666666,56,1228
ghost_red,221,7.366666666666666,883,1342
ghost_red,221,7.366666666666666,819,392
ghost_cyan,221,7.366666666666666,690,1023
ghost_mag,221,7.366666666666666,709,746
pacman,222,7.4,56,1224
ghost_red,222,7.4,883,1342
ghost_red,222,7.4,825,390
ghost_cyan,222,7.4,685,1023
ghost_mag,222,7.4,710,741
pacman,223,7.433333333333334,56,1215
ghost_red,223,7.433333333333334,883,1342
ghost_red,223,7.433333333333334,827,403
ghost_cyan,223,7.433333333333334,671,1022
ghost_mag,223,7.433333333333334,706,760
pacman,224,7.466666666666667,497,786
ghost_red,224,7.466666666666667,883,1342
ghost_red,224,7.466666666666667,830,420
ghost_cyan,224,7.466666666666667,656,1022
ghost_mag,224,7.466666666666667,717,774
pacman,225,7.5,492,786
ghost_red,225,7.5,883,1342
ghost_red,225,7.5,827,431
ghost_cyan,225,7.5,652,1022
ghost_mag,225,7.5,716,780
pacman,226,7.533333333333333,478,786
ghost_red,226,7.533333333333333,883,1342
ghost_red,226,7.533333333333333,832,436
ghost_cyan,226,7.533333333333333,637,1022
ghost_mag,226,7.533333333333333,716,791
pacman,227,7.566666666666666,460,786
ghost_red,227,7.566666666666666,883,1342
ghost_red,227,7.566666666666666,827,452
ghost_cyan,227,7.566666666666666,623,1022
ghost_mag,227,7.566666666666666,700,794
pacman,228,7.6,54,1152
ghost_red,228,7.6,883,1342
ghost_red,228,7.6,826,454
ghost_cyan,228,7.6,617,1022
ghost_mag,228,7.6,696,792
pacman,229,7.633333333333334,53,1143
ghost_red,229,7.633333333333334,883,1342
ghost_red,229,7.633333333333334,829,471
ghost_cyan,229,7.633333333333334,603,1022
ghost_mag,229,7.633333333333334,684,793
pacman,230,7.666666666666667,421,786
ghost_red,230,7.666666666666667,883,1342
ghost_red,230,7.666666666666667,826,467
ghost_cyan,230,7.666666666666667,589,1022
ghost_mag,230,7.666666666666667,666,792
pacman,231,7.7,73,1140
ghost_red,231,7.7,883,1342
ghost_red,231,7.7,822,493
ghost_cyan,231,7.7,579,1022
ghost_mag,231,7.7,660,794
pacman,232,7.733333333333333,83,1138
ghost_red,232,7.733333333333333,883,1342
ghost_red,232,7.733333333333333,826,499
ghost_cyan,232,7.733333333333333,569,1022
ghost_mag,232,7.733333333333333,656,793
pacman,233,7.766666666666667,387,786
ghost_red,233,7.766666666666667,883,1342
ghost_red,233,7.766666666666667,827,513
ghost_cyan,233,7.766666666666667,555,1022
ghost_mag,233,7.766666666666667,635,793
pacman,234,7.8,110,1143
ghost_red,234,7.8,883,1342
ghost_red,234,7.8,825,527
ghost_cyan,234,7.8,545,1022
ghost_mag,234,7.8,631,800
pacman,235,7.833333333333333,363,805
ghost_red,235,7.833333333333333,883,1342
ghost_red,235,7.833333333333333,816,544
ghost_cyan,235,7.833333333333333,536,1022
ghost_mag,235,7.833333333333333,613,793
pacman,236,7.866666666666666,134,1138
ghost_red,236,7.866666666666666,883,1342
ghost_red,236,7.866666666666666,979,1350
ghost_cyan,236,7.866666666666666,516,1022
ghost_mag,236,7.866666666666666,600,792
pacman,237,7.9,134,1133
ghost_red,237,7.9,883,1342
ghost_red,237,7.9,821,555
ghost_cyan,237,7.9,512,1023
ghost_mag,237,7.9,593,792
pacman,238,7.933333333333334,363,844
ghost_red,238,7.933333333333334,883,1342
ghost_red,238,7.933333333333334,835,590
ghost_cyan,238,7.933333333333334,502,1022
ghost_mag,238,7.933333333333334,578,792
pacman,239,7.966666666666667,363,854
ghost_red,239,7.966666666666667,883,1342
ghost_red,239,7.966666666666667,827,609
ghost_cyan,239,7.966666666666667,483,1022
ghost_mag,239,7.966666666666667,564,799
pacman,240,8.0,134,1098
ghost_red,240,8.0,883,1342
ghost_red,240,8.0,825,613
ghost_cyan,240,8.0,478,1022
ghost_mag,240,8.0,562,798
pacman,241,8.033333333333333,363,874
ghost_red,241,8.033333333333333,883,1342
ghost_red,241,8.033333333333333,827,590
ghost_cyan,241,8.033333333333333,468,1022
ghost_mag,241,8.033333333333333,548,798
pacman,242,8.066666666666666,134,1070
ghost_red,242,8.066666666666666,883,1342
ghost_red,242,8.066666666666666,829,625
ghost_cyan,242,8.066666666666666,449,1022
ghost_mag,242,8.066666666666666,538,796
pacman,243,8.1,134,1059
ghost_red,243,8.1,883,1342
ghost_red,243,8.1,828,614
ghost_cyan,243,8.1,444,1022
ghost_mag,243,8.1,528,797
pacman,244,8.133333333333333,137,1047
ghost_red,244,8.133333333333333,883,1342
ghost_red,244,8.133333333333333,840,657
ghost_cyan,244,8.133333333333333,434,1022
ghost_mag,244,8.133333333333333,517,797
pacman,245,8.166666666666666,137,1027
ghost_red,245,8.166666666666666,883,1342
ghost_red,245,8.166666666666666,833,659
ghost_cyan,245,8.166666666666666,415,1022
ghost_mag,245,8.166666666666666,494,793
pacman,246,8.2,137,1023
ghost_red,246,8.2,883,1342
ghost_red,246,8.2,828,664
ghost_cyan,246,8.2,410,1022
ghost_mag,246,8.2,493,793
pacman,247,8.233333333333333,122,1022
ghost_red,247,8.233333333333333,883,1342
ghost_red,247,8.233333333333333,830,668
ghost_cyan,247,8.233333333333333,391,1022
ghost_mag,247,8.233333333333333,478,799
pacman,248,8.266666666666667,103,1022
ghost_red,248,8.266666666666667,883,1342
ghost_red,248,8.266666666666667,823,674
ghost_cyan,248,8.266666666666667,377,1022
ghost_mag,248,8.266666666666667,460,794
pacman,249,8.3,99,1022
ghost_red,249,8.3,883,1342
ghost_red,249,8.3,805,670
ghost_cyan,249,8.3,371,1022
ghost_mag,249,8.3,454,799
pacman,250,8.333333333333334,86,1027
ghost_red,250,8.333333333333334,883,1342
ghost_red,250,8.333333333333334,805,673
ghost_cyan,250,8.333333333333334,357,1022
ghost_mag,250,8.333333333333334,444,800
pacman,251,8.366666666666667,67,1027
ghost_red,251,8.366666666666667,959,1342
ghost_red,251,8.366666666666667,892,1361
ghost_cyan,251,8.366666666666667,343,1023
ghost_mag,251,8.366666666666667,422,792
pacman,252,8.4,62,1027
ghost_red,252,8.4,959,1342
ghost_red,252,8.4,776,667
ghost_cyan,252,8.4,333,1023
ghost_mag,252,8.4,418,800
pacman,253,8.433333333333334,57,1018
ghost_red,253,8.433333333333334,960,1343
ghost_red,253,8.433333333333334,979,1350
ghost_cyan,253,8.433333333333334,323,1022
ghost_mag,253,8.433333333333334,404,800
pacman,254,8.466666666666667,56,1003
ghost_red,254,8.466666666666667,959,1343
ghost_red,254,8.466666666666667,733,682
ghost_cyan,254,8.466666666666667,304,1022
ghost_mag,254,8.466666666666667,390,791
pacman,255,8.5,56,999
ghost_red,255,8.5,959,1342
ghost_red,255,8.5,727,677
ghost_cyan,255,8.5,300,1022
ghost_mag,255,8.5,385,790
pacman,256,8.533333333333333,57,983
ghost_red,256,8.533333333333333,959,1342
ghost_red,256,8.533333333333333,719,676
ghost_cyan,256,8.533333333333333,290,1022
ghost_mag,256,8.533333333333333,369,791
pacman,257,8.566666666666666,56,969
ghost_red,257,8.566666666666666,960,1343
ghost_red,257,8.566666666666666,716,706
ghost_cyan,257,8.566666666666666,269,1021
ghost_mag,257,8.566666666666666,365,800
pacman,258,8.6,57,965
ghost_red,258,8.6,959,1343
ghost_red,258,8.6,716,711
ghost_cyan,258,8.6,264,1022
ghost_mag,258,8.6,365,806
pacman,259,8.633333333333333,479,984
ghost_red,259,8.633333333333333,959,1342
ghost_red,259,8.633333333333333,719,720
ghost_cyan,259,8.633333333333333,255,1022
ghost_mag,259,8.633333333333333,369,832
pacman,260,8.666666666666666,54,931
ghost_red,260,8.666666666666666,959,1342
ghost_red,260,8.666666666666666,979,1350
ghost_cyan,260,8.666666666666666,250,1036
ghost_mag,260,8.666666666666666,366,848
pacman,261,8.7,54,921
ghost_red,261,8.7,960,1343
ghost_red,261,8.7,719,744
ghost_cyan,261,8.7,250,1041
ghost_mag,261,8.7,363,857
pacman,262,8.733333333333333,53,912
ghost_red,262,8.733333333333333,959,1343
ghost_red,262,8.733333333333333,713,755
ghost_cyan,262,8.733333333333333,250,1050
ghost_mag,262,8.733333333333333,366,867
pacman,263,8.766666666666667,464,1017
ghost_red,263,8.766666666666667,959,1342
ghost_red,263,8.766666666666667,718,761
ghost_cyan,263,8.766666666666667,249,1069
ghost_mag,263,8.766666666666667,365,881
pacman,264,8.8,460,1017
ghost_red,264,8.8,959,1342
ghost_red,264,8.8,721,765
ghost_cyan,264,8.8,250,1074
ghost_mag,264,8.8,367,891
pacman,265,8.833333333333334,83,906
ghost_red,265,8.833333333333334,960,1343
ghost_red,265,8.833333333333334,979,1350
ghost_cyan,265,8.833333333333334,250,1084
ghost_mag,265,8.833333333333334,367,899
pacman,266,8.866666666666667,102,906
ghost_red,266,8.866666666666667,959,1343
ghost_red,266,8.866666666666667,718,788
ghost_cyan,266,8.866666666666667,250,1103
ghost_mag,266,8.866666666666667,367,911
pacman,267,8.9,426,1017
ghost_red,267,8.9,959,1342
ghost_red,267,8.9,709,795
ghost_cyan,267,8.9,251,1109
ghost_mag,267,8.9,367,911
pacman,268,8.933333333333334,118,906
ghost_red,268,8.933333333333334,959,1342
ghost_red,268,8.933333333333334,699,790
ghost_cyan,268,8.933333333333334,251,1123
ghost_mag,268,8.933333333333334,355,910
pacman,269,8.966666666666667,136,906
ghost_red,269,8.966666666666667,960,1343
ghost_red,269,8.966666666666667,678,789
ghost_cyan,269,8.966666666666667,251,1137
ghost_mag,269,8.966666666666667,336,910
pacman,270,9.0,387,1017
ghost_red,270,9.0,959,1343
ghost_red,270,9.0,683,788
ghost_cyan,270,9.0,246,1138
ghost_mag,270,9.0,331,910
pacman,271,9.033333333333333,150,906
ghost_red,271,9.033333333333333,959,1342
ghost_red,271,9.033333333333333,679,794
ghost_cyan,271,9.033333333333333,232,1138
ghost_mag,271,9.033333333333333,321,919
pacman,272,9.066666666666666,170,906
ghost_red,272,9.066666666666666,959,1342
ghost_red,272,9.066666666666666,656,794
ghost_cyan,272,9.066666666666666,217,1138
ghost_mag,272,9.066666666666666,300,909
pacman,273,9.1,174,906
ghost_red,273,9.1,960,1343
ghost_red,273,9.1,645,797
ghost_cyan,273,9.1,212,1138
ghost_mag,273,9.1,297,919
pacman,274,9.133333333333333,185,906
ghost_red,274,9.133333333333333,959,1343
ghost_red,274,9.133333333333333,629,794
ghost_cyan,274,9.133333333333333,198,1138
ghost_mag,274,9.133333333333333,285,911
pacman,275,9.166666666666666,200,905
ghost_red,275,9.166666666666666,959,1342
ghost_red,275,9.166666666666666,632,787
ghost_cyan,275,9.166666666666666,184,1138
ghost_mag,275,9.166666666666666,260,907
pacman,276,9.2,319,1017
ghost_red,276,9.2,959,1342
ghost_red,276,9.2,610,785
ghost_cyan,276,9.2,174,1138
ghost_mag,276,9.2,257,920
pacman,277,9.233333333333333,310,1017
ghost_red,277,9.233333333333333,960,1343
ghost_red,277,9.233333333333333,594,791
ghost_cyan,277,9.233333333333333,164,1138
ghost_mag,277,9.233333333333333,247,914
pacman,278,9.266666666666667,501,1349
ghost_red,278,9.266666666666667,959,1343
ghost_red,278,9.266666666666667,582,785
ghost_cyan,278,9.266666666666667,145,1138
ghost_mag,278,9.266666666666667,252,940
pacman,279,9.3,501,1349
ghost_red,279,9.3,959,1342
ghost_red,279,9.3,572,793
ghost_cyan,279,9.3,140,1138
ghost_mag,279,9.3,250,942
pacman,280,9.333333333333334,282,1017
ghost_red,280,9.333333333333334,959,1342
ghost_red,280,9.333333333333334,577,795
ghost_cyan,280,9.333333333333334,131,1138
ghost_mag,280,9.333333333333334,243,927
pacman,281,9.366666666666667,297,1017
ghost_red,281,9.366666666666667,960,1343
ghost_red,281,9.366666666666667,542,790
ghost_cyan,281,9.366666666666667,111,1138
ghost_mag,281,9.366666666666667,252,971
pacman,282,9.4,310,1017
ghost_red,282,9.4,959,1343
ghost_red,282,9.4,537,790
ghost_cyan,282,9.4,107,1138
ghost_mag,282,9.4,249,974
pacman,283,9.433333333333334,316,1017
ghost_red,283,9.433333333333334,959,1342
ghost_red,283,9.433333333333334,979,1350
ghost_cyan,283,9.433333333333334,97,1138
ghost_mag,283,9.433333333333334,246,979
pacman,284,9.466666666666667,335,1017
ghost_red,284,9.466666666666667,959,1342
ghost_red,284,9.466666666666667,513,776
ghost_cyan,284,9.466666666666667,76,1137
ghost_mag,284,9.466666666666667,245,995
pacman,285,9.5,340,1017
ghost_red,285,9.5,960,1343
ghost_red,285,9.5,979,1350
ghost_cyan,285,9.5,71,1137
ghost_mag,285,9.5,248,1003
pacman,286,9.533333333333333,354,1017
ghost_red,286,9.533333333333333,959,1343
ghost_red,286,9.533333333333333,497,788
ghost_cyan,286,9.533333333333333,62,1137
ghost_mag,286,9.533333333333333,248,1021
pacman,287,9.566666666666666,363,1027
ghost_red,287,9.566666666666666,959,1342
ghost_red,287,9.566666666666666,486,780
ghost_cyan,287,9.566666666666666,57,1151
ghost_mag,287,9.566666666666666,251,1029
pacman,288,9.6,363,1036
ghost_red,288,9.6,959,1342
ghost_red,288,9.6,476,780
ghost_cyan,288,9.6,57,1156
ghost_mag,288,9.6,261,1026
pacman,289,9.633333333333333,363,1042
